Form Detail,150 Programmed,40 Programmed,40 Robot Programmed
L148644,1,2,0
L148645,1,2,0
L148646,1,1,0
L148647,1,2,0
L148648,1,2,0
L148649,1,2,0
L148650,1,1,0
L148651,1,1,0
L148652,1,2,0
L148653,1,1,0
L148654,1,1,0
L148655,1,1,0
L148656,1,1,0
L148657,1,1,0
L148658,1,1,0
L148660,1,2,0
L148661,1,2,0
L148662,1,1,0
L148663,1,2,0
L148664,1,1,0
L148665,1,1,0
L148666,1,1,0
L148667,1,1,0
L148668,1,1,0
L148670,1,2,0
L148671,1,2,0
L148672,2,2,0
L148673,2,2,0
L148679,1,2,0
L148680,1,2,0
l148682,2,2,0
l148683,1,2,0
L148684,1,2,0
L148685,2,2,0
L148687,1,2,0
L148692,1,1,0
L148694,1,1,0
L148696,1,2,0
L148698,1,2,0
L148707,1,2,0
L148711,1,2,0
L148712,1,2,0
L148713,1,2,0
L148714,1,2,0
L148715,1,2,0
L148716,1,2,0
L148717,1,2,0
L148718,1,2,0
L148725,1,2,0
L148726,1,2,0
L148728,1,2,0
L148730,1,2,0
L148731,1,1,0
L148732,1,2,0
L148744,2,2,0
L148745,2,2,0
L148747,1,2,0
L148748,2,2,0
L148750,1,2,0
L148751,1,2,0
l148752,1,2,0
L148754,1,2,0
L148755,1,1,0
L148756 ,1,1,0
L148757,1,2,0
L148758,1,2,0
L148759,1,2,0
L148760,2,2,0
L148770,1,2,0
L148771,1,2,0
L148772,1,2,0
L148773,1,2,0
L148775,1,2,0
L148776,1,2,0
l148779,1,2,0
L148779-PEM DETAIL,2,2,0
l148780,1,1,0
l148781,1,2,0
l148782,1,2,0
l148783,1,2,0
l148784,1,2,0
L148785,1,2,0
L148786,1,2,0
L148787,1,2,0
L148788,1,2,0
L148789,1,2,0
L148790,2,2,0
L148791,1,2,0
L148792,1,2,0
L148793,2,2,0
L148794,1,2,0
l148796,1,2,0
L148797,1,2,0
L148798,1,2,0
L148799,1,2,0
L148800,2,2,0
L148801,2,2,0
l148802,1,2,0
L148804,1,2,0
L148805,1,2,0
L148806,1,2,0
l148807,1,2,0
l148808,1,2,0
L148810,1,2,0
L148811,1,2,0
L148812,1,2,0
l148813,1,2,0
l148814,1,2,0
l148815,1,2,0
l148816,1,2,0
l148817,1,2,0
l148818,1,2,0
l148819,1,2,0
l148820,1,2,0
L148821,1,2,0
L148834,1,2,0
L148835,1,2,0
L148836,1,2,0
L148837,1,2,0
L148838,1,2,0
L148839,1,2,0
L148840,1,2,0
L148841,2,2,0
L148863,2,2,0
L148864,1,2,0
L148866,2,2,0
L148867,2,2,0
L148869,1,2,0
L148869-SS,1,2,0
L148871,1,2,0
L148872,1,1,0
L148878,1,2,0
L148880,1,2,0
L148882,1,2,0
L148883,1,2,0
L148884,2,2,0
L148885,1,2,0
L148886,2,2,0
L148887,1,2,0
L148888,1,2,0
L148890,1,2,0
L148891,1,2,0
L148892,1,2,0
L148893,1,2,0
L148894,1,2,0
L148895,1,2,0
L148896,1,2,0
L148897,1,2,0
L148898,1,2,0
L148899,1,2,0
L148900,1,2,0
L148901,1,2,0
L148902,1,2,0
L148903,1,2,0
L148904,1,1,0
L148905,1,2,0
L148908,1,1,0
L148911,1,2,0
L148912,1,2,0
L148913,1,2,0
L148915,1,2,0
L148930,2,2,0
L148932,1,1,0
L148936,2,2,0
L148937,2,2,0
L148938,1,2,0
L148939,1,2,0
L148940,1,2,0
L148941,1,2,0
L148942,1,2,0
L148943,1,2,0
L148944,1,2,0
L148945,1,2,0
L148946,1,2,0
L148947,1,2,0
L148948,1,2,0
L148950,1,2,0
L148951,1,2,0
L148952,1,2,0
L148953,1,2,0
L148954,1,2,0
L148955,1,2,0
L148956,1,2,0
L148957,1,2,0
L148958,2,2,0
L148959,1,2,0
L148962,1,1,0
L148963,2,2,0
L148965,2,2,0
L148972,1,1,0
L148977,1,2,0
L148978,1,2,0
L148980,2,2,0
L148984,1,1,0
L148985,1,2,0
L148986,1,2,0
L148987,1,2,0
L148988,1,2,0
L148990,2,2,0
L148991,1,2,0
L148992,1,2,0
L148993,1,2,0
L148994,1,2,0
L148995,1,2,0
L148996,1,2,0
L148997,1,2,0
L148998,1,2,0
L148999,1,2,0
L149000,2,2,0
L149002,1,2,0
L149003,2,2,0
L149005,1,2,0
L149006,1,2,0
L149008,1,2,0
l149010,1,2,0
l149011,1,2,0
L149012,1,2,0
l149013,1,2,0
l149014,1,2,0
l149016,1,2,0
l149017,1,2,0
l149018,1,2,0
l149019,1,2,0
l149020,1,2,0
l149021,1,2,0
L149023,1,2,0
l149025,1,2,0
l149026,1,2,0
l149027,1,2,0
L149028,2,2,0
l149031,1,2,0
L149033,1,2,0
L149035,1,2,0
l149036,1,2,0
l149038,1,2,0
l149039,1,2,0
l149040,1,2,0
l149041,1,2,0
l149042,1,2,0
l149043,1,2,0
l149044,1,2,0
l149045,1,2,0
l149046,1,2,0
l149047,1,2,0
L149051,1,2,0
L149054,2,2,0
L149056,1,2,0
L149057,2,2,0
L149058,1,2,0
L149059,1,2,0
L149060,1,2,0
L149061,1,2,0
L149062,1,2,0
L149063,1,2,0
L149065,2,2,0
L149066,1,2,0
L149068,1,2,0
L149069,1,2,0
L149070,1,2,0
L149071,1,2,0
L149072,1,1,0
L149073,1,2,0
L149074,1,2,0
L149075,1,1,0
L149079,1,2,0
L149080,1,2,0
L149081,1,2,0
L149082,1,2,0
L149083,1,2,0
L149084,2,2,0
L149085,2,2,0
L149088,1,2,0
L149090,2,2,0
l149091,1,2,0
l149093,1,2,0
L149094,1,2,0
L149096,1,2,0
L149097,1,2,0
L149099,1,2,0
L149101,1,2,0
L149102,1,2,0
L149104,1,2,0
L149107,1,2,0
L149109,1,1,0
L149115,2,2,0
L149116,1,1,0
L149117,2,2,0
L149119,1,2,0
L149120,1,2,0
L149121,1,2,0
l149123,1,2,0
l149124,1,2,0
l149125,1,2,0
l149126,1,2,0
l149127,1,2,0
l149128,1,2,0
l149129,1,2,0
l149130,1,2,0
l149131,1,2,0
l149132,1,2,0
l149133,1,2,0
L149135,2,2,0
L149136,2,2,0
L149138,1,2,0
L149139,1,2,0
L149141,2,2,0
L149142,2,2,0
L149143,2,2,0
L149144,2,2,0
L149151,1,2,0
L149152,1,2,0
L149156,1,1,0
L149157,1,1,0
L149158,1,1,0
L149159,1,1,0
L149160,1,1,0
L149162,1,2,0
L149164,1,2,0
L149165,1,2,0
L149166,1,2,0
L149167,1,2,0
L149168,1,2,0
L149169,1,2,0
L149170,1,2,0
L149171,1,2,0
L149172,1,2,0
L149173,1,2,0
L149174,1,2,0
L149175,1,2,0
L149176,1,2,0
L149177,1,2,0
L149184,2,2,0
L149185,1,1,0
L149187,1,2,0
L149188,1,2,0
L149189,1,1,0
L149191,1,2,0
L149193,1,2,0
L149194,1,2,0
L149195,1,2,0
L149196,1,2,0
L149197,1,1,0
L149198,1,2,0
L149199,1,2,0
L149200,1,2,0
L149201,1,2,0
L149202,1,2,0
L149203,1,2,0
L149204,1,2,0
L149205,1,2,0
L149206,1,2,0
L149207,1,2,0
L149208,1,2,0
L149209,1,2,0
L149210,1,2,0
L149211,1,2,0
L149212,1,2,0
L149213,1,1,0
L149214,1,2,0
L149215,2,2,0
L149216,2,2,0
L149217,2,2,0
L149218,1,2,0
L149219,1,1,0
L149220,2,2,0
L149224,1,2,0
L149225,1,2,0
L149226,1,2,0
L149227,1,1,0
L149228,1,1,0
L149229,1,2,0
L149230,1,2,0
L149231,1,1,0
L149232,1,1,0
L149233,1,2,0
L149235,1,1,0
l149237,1,2,0
L149238,1,1,0
L149239,1,2,0
L149240,1,2,0
L149241,1,1,0
L149242,1,2,0
L149243,1,2,0
L149244,1,2,0
L149245,1,2,0
L149247,1,2,0
L149248,2,2,0
l149250,1,2,0
l149251,1,2,0
l149252,1,2,0
l149253,1,2,0
l149254,1,1,0
l149256,1,2,0
l149257,1,2,0
l149258,1,2,0
l149259,1,2,0
L149260,1,2,0
l149261,1,2,0
l149262,2,2,0
l149263,1,2,0
L149264,1,1,0
L149266,1,2,0
l149267,2,2,0
L149268,1,2,0
L149269,1,2,0
L149270,2,2,0
L149271,1,2,0
L149272,1,2,0
L149273,1,2,0
L149274,1,2,0
L149275,1,2,0
L149277,1,2,0
L149279,1,2,0
L149280,1,2,0
L149281,2,2,0
L149282,2,2,0
L149283,2,2,0
L149284,1,2,0
l149285,1,1,0
l149286,1,1,0
l149288,1,2,0
l149289,1,2,0
l149290,1,2,0
l149291,1,2,0
L149292,1,2,0
l149293,1,2,0
l149294,1,2,0
l149295,2,2,0
L149296,1,2,0
L149297,2,2,0
L149298,2,2,0
L149300,2,2,0
l149301,1,2,0
L149302,2,2,0
L149305,1,2,0
L149306,1,2,0
L149307,1,2,0
L149308,1,2,0
L149309,1,2,0
L149310,1,2,0
L149311,1,2,0
L149312,1,2,0
L149313,1,2,0
L149314,1,2,0
L149315,2,2,0
L149316,2,2,0
L149317,2,2,0
L149318,2,2,0
L149319,2,2,0
L149321,1,2,0
L149322,2,2,0
L149323,2,2,0
L149324,1,2,0
L149326,1,2,0
L149328,1,2,0
L149329,1,2,0
L149330,1,1,0
L149331,2,2,0
L149333,1,2,0
L149334,2,2,0
L149335,1,1,0
L149336,1,1,0
L149337,1,2,0
l149338,1,2,0
L149339,1,1,0
L149340,2,2,0
l149341,1,1,0
L149351,1,2,0
L149353,1,2,0
L149355,1,2,0
L149356,2,2,0
L149357,1,2,0
L149358,1,2,0
L149359,1,2,0
L149360,1,2,0
L149361,1,2,0
L149362,1,2,0
L149363,1,2,0
L149364,1,2,0
L149365,1,2,0
L149366,1,2,0
L149367,1,2,0
L149368,1,2,0
L149369,1,2,0
L149370,1,2,0
L149371,1,2,0
L149372,1,2,0
L149373,1,2,0
L149374,1,2,0
L149377,1,2,0
L149378,1,2,0
L149379,1,2,0
L149381,2,2,0
L149387,1,1,0
L149388,1,2,0
L149389,1,2,0
L149391,1,2,0
L149393,1,2,0
L149394,2,2,0
L149396,1,2,0
L149397,1,2,0
L149398,1,2,0
L149399,1,2,0
L149400,1,2,0
L149403,1,2,0
L149404,1,2,0
L149405,1,2,0
L149406,1,2,0
L149407,1,1,0
L149408,1,2,0
L149409,1,1,0
L149410,1,2,0
L149412,1,2,0
L149413,1,2,0
L149414,1,2,0
L149416,1,1,0
L149417,1,2,0
L149418,1,2,0
L149419,1,2,0
l149420,1,2,0
L149421,1,1,0
L149422,1,2,0
l149423,1,1,0
L149424,1,2,0
L149425,1,2,0
L149426,1,2,0
L149427,1,2,0
L149428,1,2,0
L149429,1,2,0
L149430,1,2,0
L149431,1,1,0
L149433,1,2,0
L149434,2,2,0
l149435,1,1,0
L149436,1,2,0
L149437,1,1,0
l149438,1,1,0
l149439,1,1,0
l149440,2,2,0
l149441,2,2,0
l149442,1,1,0
l149443,2,2,0
L149444,1,1,0
l149445,2,2,0
l149446,2,2,0
l149447,2,2,0
l149448,2,2,0
l149449,2,2,0
l149450,2,2,0
l149451,1,2,0
l149452,1,2,0
l149453,1,1,0
L149454,1,1,0
L149455,1,2,0
L149456,2,2,0
L149457,1,2,0
L149458,1,1,0
L149459,1,1,0
L149460,1,2,0
L149461,1,1,0
L149462,1,1,0
L149463,2,2,0
L149464,2,2,0
L149465,2,2,0
L149466,1,1,0
L149467,1,2,0
L149468,2,2,0
L149469,2,2,0
L149470,2,2,0
L149471,2,2,0
L149472,2,2,0
L149473,1,1,0
L149474,1,1,0
L149475,1,2,0
L149476,1,1,0
L149477,1,2,0
L149478,1,1,0
L149479,2,2,0
L149480,1,1,0
L149481,2,2,0
L149482,1,2,0
L149483,1,2,0
L149484,1,2,0
L149485,1,1,0
L149486,1,1,0
L149487,1,2,0
L149488,1,1,0
L149489,1,1,0
L149490,1,1,0
L149491,1,1,0
L149492,1,1,0
L149493,1,1,0
L149494,1,1,0
L149495,2,2,0
L149496,1,2,0
L149497,2,2,0
L149498,1,2,0
L149499,1,2,0
L149500,1,2,0
l149501,1,2,0
L149502,2,2,0
L149503,1,1,0
l149504,1,1,0
l149505,1,1,0
l149506,1,1,0
l149507,1,1,0
l149508,1,2,0
l149509,1,2,0
L149510,2,2,0
L149511,1,2,0
l149512,1,1,0
l149513,2,2,0
l149514,2,2,0
l149515,1,1,0
l149516,1,1,0
l149517,1,1,0
l149519,2,2,0
l149520,2,2,0
l149521,2,2,0
l149523,2,2,0
l149524,2,2,0
l149525,1,2,0
l149527,1,2,0
l149528,1,2,0
l149529,2,2,0
l149530,2,2,0
l149531,2,2,0
l149532,2,2,0
l149533,1,2,0
l149534,1,2,0
l149535,1,2,0
l149536,1,2,0
l149537,2,2,0
l149538,1,2,0
l149539,2,2,0
l149540,1,2,0
L149541,1,1,0
L149542,1,2,0
l149543,1,1,0
l149544,2,2,0
L149545,1,2,0
L149547,1,2,0
L149548,1,2,0
L149549,1,2,0
L149550,1,1,0
L149551,2,2,0
L149553,1,2,0
L149554,1,2,0
L149555,1,2,0
L149556,1,2,0
L149557,1,1,0
L149559,2,2,0
l149560,1,2,0
L149561,1,1,0
L149562,1,2,0
L149563,1,2,0
L149564,1,1,0
L149565,1,2,0
L149566,1,1,0
L149567,1,1,0
L149572,1,1,0
L149575,1,1,0
L149576,1,2,0
L149577,1,1,0
L149580,1,2,0
L149582,2,2,0
L149584,1,1,0
L149585,1,2,0
L149586,1,1,0
L149587,1,1,0
L149588,1,2,0
L149589,1,1,0
L149591,1,1,0
L149592,1,1,0
L149593,2,2,0
L149594,1,1,0
L149595,1,2,0
L149596,1,2,0
L149597,1,1,0
L149598,1,1,0
L149599,2,2,0
L149601,1,1,0
L149602,1,2,0
L149604,1,1,0
L149610,2,2,0
L149612,1,1,0
L149613,1,1,0
L149615,1,2,0
L149616,1,2,0
L149617,1,2,0
L149618,1,1,0
L149632,1,2,0
L149633,1,1,0
L149635,1,2,0
L149636,1,2,0
L149639,2,2,0
L149640,2,2,0
L149641,2,2,0
L149643,1,2,0
L149644,1,1,0
L149646,1,1,0
L149647,1,2,0
L149648,1,2,0
L149649,1,2,0
L149650,1,2,0
L149651,1,2,0
L149653,1,1,0
L149654,1,1,0
L149656,1,1,0
L149657,1,1,0
L149658,1,1,0
L149659,1,1,0
L149661,1,1,0
L149662,1,1,0
L149664,1,2,0
L149665,1,2,0
L149666,1,1,0
L149667,1,2,0
L149668,1,2,0
L149669,1,2,0
L149670,1,2,0
L149671,2,2,0
L149672,1,2,0
L149673,1,2,0
L149674,2,2,0
L149675,2,2,0
L149676,1,2,0
L149677,1,2,0
L149678,1,2,0
L149679,1,2,0
L149680,1,1,0
L149682,1,2,0
L149685,1,2,0
L149686,1,2,0
L149687,1,2,0
L149688,1,2,0
L149696,1,2,0
L149698,1,2,0
L149701,1,2,0
L149702,1,2,0
L149703,1,2,0
L149704,1,2,0
L149705,1,2,0
L149706,1,2,0
L149711,1,2,0
L149713,1,2,0
L149714,1,2,0
L149715,1,2,0
L149716,1,2,0
L149718,1,2,0
L149719,2,2,0
L149720,2,2,0
L149721,1,2,0
L149722,1,1,0
L149723,1,2,0
L149724,1,2,0
L149725,1,2,0
L149726,1,2,0
L149727,1,2,0
L149728,1,2,0
L149729,1,2,0
L149730,1,2,0
L149732,1,2,0
L149733,1,2,0
L149734,1,2,0
L149735,1,2,0
L149736,1,2,0
L149737,1,2,0
L149738,1,2,0
L149739,1,2,0
L149740,1,2,0
L149741,1,2,0
L149742,1,1,0
L149743,1,2,0
L149744,1,2,0
L149745,1,2,0
L149746,1,2,0
L149747,1,2,0
L149748,1,2,0
L149749,1,2,0
L149750,1,2,0
L149751,1,2,0
L149752,1,2,0
L149753,1,2,0
L149754,1,2,0
L149755,2,2,0
L149756,1,2,0
L149757,1,2,0
L149758,1,2,0
L149759,1,2,0
L149760,1,2,0
L149761,1,2,0
L149762,1,2,0
L149763,1,2,0
L149764,1,2,0
L149765,1,2,0
L149766,2,2,0
L149767,1,2,0
L149768,1,2,0
L149769,1,2,0
L149770,1,2,0
L149771,1,2,0
L149772,1,2,0
L149773,1,2,0
L149774,2,2,0
L149776,1,2,0
L149777,1,2,0
L149778,1,2,0
L149779,1,2,0
L149780,2,2,0
L149781,2,2,0
L149782,2,2,0
L149783,1,2,0
L149784,1,2,0
L149785,1,2,0
L149787,1,2,0
L149790,1,2,0
L149791,1,2,0
L149792,1,2,0
L149793,1,2,0
L149794,1,2,0
L149795,1,2,0
L149796,1,2,0
L149797,1,2,0
L149799,2,2,0
L149800,2,2,0
L149801,2,2,0
L149802,2,2,0
L149803,2,2,0
L149804,2,2,0
L149808,1,2,0
L149809,1,1,0
L149814,1,2,0
L149815,2,2,0
L149816,2,2,0
L149817,1,2,0
L149819,1,2,0
L149820,1,2,0
L149821,1,2,0
L149822,1,2,0
L149824,1,1,0
L149826,1,2,0
L149827,2,2,0
L149829,1,2,0
L149830,1,2,0
L149831,1,2,0
L149832,1,2,0
l149835,1,2,0
l149837,1,2,0
l149838,1,2,0
l149839,1,2,0
l149840,1,2,0
l149841,1,2,0
l149842,1,2,0
l149843,1,2,0
l149844,1,2,0
L149848,2,2,0
L149852,1,2,0
L149853,1,1,0
L149855,1,2,0
L149856,2,2,0
L149857,2,2,0
L149858,1,2,0
L149859,1,2,0
L149860,1,2,0
L149861,1,2,0
L149862,1,2,0
L149863,1,2,0
L149864,2,2,0
L149865,2,2,0
L149866,2,2,0
L149867,1,2,0
L149868,1,2,0
L149869,1,1,0
L149870,1,1,0
L149871,1,2,0
L149872,1,2,0
L149874,2,2,0
L149875,1,2,0
L149876,1,2,0
L149877,1,2,0
L149878,1,2,0
L149879,1,2,0
L149880,2,2,0
L149881,1,2,0
L149882,1,1,0
L149883,1,2,0
L149884,1,2,0
L149886,1,1,0
L149887,1,1,0
L149893,1,2,0
L149894,1,2,0
L149895,1,2,0
L149896,1,2,0
L149897,1,2,0
L149898,1,2,0
l149901,1,2,0
l149902,1,2,0
L149903,1,2,0
L149904,1,2,0
L149909,2,2,0
L149911,2,2,0
L149912,2,2,0
L149913,2,2,0
L149914,2,2,0
L149915,2,2,0
L149916,2,2,0
L149920,1,2,0
L149923,1,2,0
L149925,1,2,0
l149927,1,2,0
l149928,1,2,0
l149929,1,2,0
l149930,1,2,0
l149931,1,2,0
l149932,1,2,0
l149933,1,2,0
l149934,1,2,0
l149935,1,2,0
l149936,1,2,0
L149951,1,1,0
L149952,1,1,0
L149953,1,1,0
L149955,2,2,0
L149956,1,1,0
L149957,1,1,0
L149958,1,1,0
L149960,1,1,0
L149961,1,1,0
l149962,1,1,0
L149963,1,1,0
L149965,1,1,0
L149966,1,1,0
L149967,1,1,0
L149968,1,1,0
L149969,2,2,0
L149970,1,1,0
L149971,2,2,0
L149972,2,2,0
L149973,1,1,0
L149974,1,2,0
L149985,2,2,0
L149986,2,2,0
L149987,2,2,0
L149988,2,2,0
L149996,1,1,0
L150005,1,2,0
L150013,1,1,0
l150015,1,1,0
L150016,1,1,0
L150017,2,2,0
L150019,1,1,0
L150020,1,2,0
L150022,1,2,0
L150023,1,2,0
L150024,1,1,0
L150025,2,2,0
L150026,2,2,0
l150027,1,1,0
l150028,1,1,0
L150030,1,2,0
l150031,1,1,0
l150032,1,1,0
L150034,1,1,0
L150036,2,2,0
L150037,2,2,0
L150038,1,2,0
L150039,1,1,0
L150040,1,1,0
L150041,2,2,0
L150042,1,2,0
L150044,1,2,0
L150045,1,1,0
L150046,1,1,0
L150047,1,1,0
l150049,1,2,0
L150050,1,1,0
l150051,1,1,0
l150052,1,1,0
L150055,2,2,0
L150057,2,2,0
L150058,1,2,0
L150059,1,1,0
L150063,1,2,0
L150064,1,2,0
L150066,1,1,0
L150067,1,1,0
L150068,1,1,0
L150069,1,1,0
L150070,1,1,0
L150071,1,2,0
L150072,1,1,0
L150083,1,1,0
L150084,1,1,0
L150085,1,1,0
L150086,1,2,0
L150089,2,2,0
L150090,1,1,0
L150091,1,1,0
L150092,1,1,0
L150093,1,1,0
L150095,1,2,0
L150097,1,2,0
L150098,2,2,0
L150099,1,1,0
L150103,1,2,0
l150105,1,2,0
L150106,1,2,0
L150107,1,1,0
L150109,1,2,0
L150111,2,2,0
l150113,1,2,0
L150115,1,2,0
L150116,1,2,0
L150117,2,2,0
L150118,1,2,0
L150119,1,2,0
L150120,1,2,0
L150122,1,1,0
L150123,1,1,0
L150125,1,2,0
L150126,1,2,0
L150127,1,2,0
L150129,1,2,0
L150130,1,2,0
L150132,1,2,0
L150134,1,2,0
L150136,1,2,0
L150137,1,2,0
L150138,1,1,0
L150139,1,2,0
L150140,1,2,0
L150141,1,1,0
L150142,1,2,0
L150143,1,2,0
L150147,1,1,0
L150148,1,1,0
L150149,1,1,0
L150150,1,1,0
L150151,1,1,0
L150153,1,2,0
L150154,2,2,0
L150155,2,2,0
L150156,1,1,0
L150157,1,1,0
L150158,2,2,0
L150159,1,1,0
L150160,2,2,0
L150161,1,1,0
L150164,1,2,0
L150165,1,2,0
L150167,2,2,0
L150170,1,1,0
L150176,1,2,0
L150178,2,2,0
L150179,2,2,0
L150180,2,2,0
L150181,2,2,0
L150182,2,2,0
L150183,2,2,0
L150184,1,2,0
L150185,1,2,0
L150186,1,2,0
L150187,1,2,0
L150188,1,2,0
L150189,1,2,0
L150190,1,2,0
L150191,1,2,0
L150192,1,2,0
L150193,1,2,0
L150194,1,2,0
L150195,1,2,0
L150196,1,1,0
L150197,1,2,0
L150198,1,2,0
L150199,1,2,0
L150200,1,2,0
L150201,1,1,0
L150202,1,1,0
L150203,1,2,0
L150204,1,2,0
L150205,1,2,0
L150206,1,2,0
L150207,1,2,0
L150208,1,1,0
L150209,1,2,0
L150210,1,2,0
L150211,1,2,0
L150212,1,2,0
L150215,1,2,0
L150217,1,1,0
L150219,1,1,0
L150221,1,2,0
L150223,1,1,0
L150224,2,2,0
L150226,2,2,0
L150227,2,2,0
L150229,1,2,0
L150231,1,2,0
L150233,1,1,0
L150235,1,2,0
L150237,1,1,0
L150239,1,2,0
L150240,1,1,0
L150242,1,2,0
L150243,1,2,0
L150244,1,2,0
L150245,1,2,0
L150246,1,2,0
L150247,1,2,0
L150258,1,1,0
L150259,1,2,0
L150260,1,1,0
L150261,1,2,0
L150262,1,1,0
L150263,1,1,0
L150264,1,1,0
L150266,1,1,0
L150267,1,2,0
L150268,1,1,0
L150269,1,1,0
L150270,1,1,0
L150271,1,1,0
L150272,1,1,0
L150273,1,1,0
L150274,1,1,0
L150275,1,1,0
L150294,1,2,0
L150295,1,2,0
L150296,1,2,0
L150298,1,2,0
L150300,1,2,0
L150301,1,2,0
L150302,1,2,0
L150303,1,2,0
L150304,1,2,0
l150305,1,2,0
L150306,1,1,0
L150307,1,2,0
L150308,1,1,0
L150309,1,1,0
L150310,1,2,0
L150311,1,2,0
L150312,1,1,0
L150313,1,1,0
L150314,2,2,0
L150315,2,2,0
L150331,2,2,0
L150332,1,2,0
L150333,1,2,0
L150335,1,1,0
L150336,1,1,0
L150337,1,1,0
L150338,2,2,0
L150339,2,2,0
L150340,2,2,0
L150341,1,1,0
L150342,2,2,0
L150344,1,1,0
L150345,1,1,0
L150347,1,1,0
L150348,1,1,0
L150349,1,2,0
L150350,1,2,0
L150352,1,1,0
L150353,1,1,0
L150354,1,1,0
L150355,1,2,0
L150357,1,2,0
L150358,1,1,0
L150360,1,1,0
L150362,1,2,0
L150364,1,2,0
L150366,1,2,0
L150367,1,2,0
L150368,1,2,0
L150369,1,1,0
L150370,1,2,0
L150371,1,2,0
L150373,1,1,0
L150374,1,1,0
L150375,1,2,0
L150376,1,1,0
L150377,1,1,0
L150378,1,1,0
L150379,2,2,0
L150380,1,1,0
L150381,2,2,0
L150385,1,1,0
L150387,1,1,0
L150388,1,1,0
L150389,1,1,0
L150391,2,2,0
L150392,1,2,0
L150395,1,2,0
L150397,1,2,0
L150399,1,2,0
L150400,1,2,0
L150401,1,2,0
L150402,1,1,0
L150406,1,1,0
L150410,1,1,0
L150411,1,2,0
L150412,2,2,0
L150413,1,1,0
L150414,1,1,0
L150415,1,1,0
L150417,1,1,0
L150419,1,1,0
L150420,1,1,0
L150422,1,2,0
L150423,1,2,0
L150428,1,1,0
L150429,1,1,0
L150431,1,1,0
L150432,1,2,0
L150433,2,2,0
L150435,2,2,0
L150436,1,2,0
L150437,1,1,0
L150440,1,2,0
L150441,1,1,0
L150443,1,1,0
L150452,1,1,0
L150455,1,1,0
L150456,1,1,0
L150458,1,1,0
L150459,1,2,0
L150460,1,2,0
L150461,1,2,0
L150462,1,2,0
L150464,1,2,0
L150465,1,2,0
L150466,2,2,0
L150467,2,2,0
L150468,2,2,0
L150469,2,2,0
L150470,2,2,0
L150472,1,2,0
L150473,1,2,0
L150474,1,2,0
L150481,1,2,0
L150487,1,2,0
L150488,1,1,0
L150490,2,2,0
L150496,1,1,0
L150498,1,2,0
L150499,1,2,0
L150500,2,2,0
L150501,1,2,0
L150502,1,2,0
L150503,1,2,0
L150504,1,2,0
L150505,1,2,0
L150506,1,1,0
L150507,2,2,0
L150508,2,2,0
L150509,2,2,0
L150510,1,2,0
L150511,1,2,0
L150512,1,2,0
L150513,1,2,0
L150514,1,2,0
L150516,1,2,0
L150517,1,2,0
L150518,2,2,0
L150519,1,2,0
L150520,1,2,0
L150521,1,2,0
L150522,2,2,0
L150523,1,2,0
L150524,1,1,0
L150525,1,2,0
L150526,2,2,0
L150527,2,2,0
L150528,2,2,0
L150529,2,2,0
L150530,1,2,0
L150531,1,1,0
L150532,1,1,0
L150533,1,2,0
L150534,1,2,0
L150535,1,1,0
L150536,1,2,0
L150540,2,2,0
L150560,1,2,0
L150561,1,2,0
L150562,1,2,0
L150563,1,2,0
L150566,1,1,0
L150567,1,1,0
L150569,1,2,0
L150570,1,2,0
L150571,1,1,0
L150572,1,2,0
L150573,1,2,0
L150574,1,2,0
L150575,1,2,0
L150576,1,2,0
L150577,1,2,0
L150578,1,2,0
L150579,1,2,0
L150580,1,2,0
L150581,1,2,0
L150582,1,2,0
L150585,1,2,0
L150586,1,1,0
L150587,1,2,0
L150588,1,1,0
L150589,1,1,0
L150590,1,1,0
L150591,1,1,0
L150592,1,1,0
L150593,1,1,0
L150600,2,2,0
L150601,2,2,0
L150602,1,2,0
L150604,2,2,0
L150609,1,2,0
L150610,1,2,0
L150611,1,2,0
L150612,1,2,0
L150613,1,2,0
L150614,1,2,0
L150615,1,2,0
L150616,1,2,0
L150617,1,2,0
L150618,1,2,0
L150619,1,2,0
L150620,1,2,0
L150621,1,2,0
L150622,1,2,0
L150623,1,2,0
L150624,1,2,0
L150625,1,2,0
L150626,1,2,0
L150627,1,1,0
L150629,1,1,0
L150644,1,1,0
L150645,1,1,0
L150646,1,1,0
L150648,1,2,0
L150689,1,2,0
L150691,1,2,0
L150692,1,1,0
L150694,2,2,0
L150695,1,1,0
L150696,1,1,0
L150697,1,2,0
L150703,1,2,0
L150704,1,1,0
L150705,1,1,0
L150706,1,1,0
L150707,2,2,0
L150709,1,2,0
L150711,2,2,0
L150713,1,2,0
L150717,1,0,0
L150718,2,2,0
L150723,1,2,0
L150724,1,2,0
L150726,1,2,0
L150727,1,1,0
L150729,1,1,0
L150733,1,1,0
L150734,1,1,0
L150736,1,2,0
L150737,1,2,0
L150738,1,2,0
L150739,1,2,0
L150740,1,2,0
L150741,1,2,0
L150742,1,2,0
L150743,2,2,0
L150744,1,2,0
L150745,1,2,0
L150746,1,2,0
L150747,1,2,0
L150748,1,2,0
L150749,1,2,0
L150750,1,2,0
L150751,1,2,0
L150752,1,2,0
L150753,2,2,0
L150754,1,2,0
L150755,2,2,0
L150756,1,2,0
L150757,2,2,0
L150758,1,2,0
L150761,1,2,0
L150762,2,2,0
L150763,1,1,0
L150764,1,1,0
L150766,1,1,0
L150767,1,2,0
